date,chrome-version,chrome-interop-2021-aspect-ratio,chrome-interop-2021-flexbox,chrome-interop-2021-grid,chrome-interop-2021-position-sticky,chrome-interop-2021-transforms,chrome-interop-2022-cascade,chrome-interop-2022-color,chrome-interop-2022-contain,chrome-interop-2022-dialog,chrome-interop-2022-forms,chrome-interop-2022-scrolling,chrome-interop-2022-subgrid,chrome-interop-2022-text,chrome-interop-2022-viewport,chrome-interop-2022-webcompat,firefox-version,firefox-interop-2021-aspect-ratio,firefox-interop-2021-flexbox,firefox-interop-2021-grid,firefox-interop-2021-position-sticky,firefox-interop-2021-transforms,firefox-interop-2022-cascade,firefox-interop-2022-color,firefox-interop-2022-contain,firefox-interop-2022-dialog,firefox-interop-2022-forms,firefox-interop-2022-scrolling,firefox-interop-2022-subgrid,firefox-interop-2022-text,firefox-interop-2022-viewport,firefox-interop-2022-webcompat,safari-version,safari-interop-2021-aspect-ratio,safari-interop-2021-flexbox,safari-interop-2021-grid,safari-interop-2021-position-sticky,safari-interop-2021-transforms,safari-interop-2022-cascade,safari-interop-2022-color,safari-interop-2022-contain,safari-interop-2022-dialog,safari-interop-2022-forms,safari-interop-2022-scrolling,safari-interop-2022-subgrid,safari-interop-2022-text,safari-interop-2022-viewport,safari-interop-2022-webcompat
2022-05-29,104.0.5083.0 dev,987,978,979,1000,974,967,519,965,938,969,913,176,677,1000,508,102.0a1,970,990,912,892,941,963,521,842,928,909,708,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,923,950,868,840,960,783,665,571
2022-05-30,104.0.5083.0 dev,987,978,979,1000,974,967,519,965,938,969,913,176,677,1000,508,102.0a1,970,990,912,892,941,963,521,842,928,909,708,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,923,950,868,854,960,783,665,571
2022-05-31,104.0.5083.0 dev,987,978,979,1000,974,967,519,965,938,969,913,176,677,1000,508,103.0a1,970,990,912,892,941,963,521,842,928,909,708,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,923,950,868,840,960,783,665,571
2022-06-01,104.0.5083.0 dev,987,978,979,1000,974,967,519,965,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,842,928,909,746,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,923,950,868,864,960,783,665,571
2022-06-03,104.0.5083.0 dev,987,978,979,1000,974,967,519,965,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,842,928,909,746,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,923,950,868,849,960,783,665,571
2022-06-04,104.0.5098.0 dev,987,978,979,1000,974,967,519,965,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,846,928,909,747,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,919,950,868,849,960,783,665,571
2022-06-06,104.0.5098.0 dev,987,978,979,1000,974,967,519,965,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,846,928,909,746,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,919,950,868,859,960,783,665,571
2022-06-07,104.0.5098.0 dev,987,978,979,1000,974,967,519,965,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,846,940,909,746,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,919,950,863,850,960,783,665,571
2022-06-08,104.0.5098.0 dev,987,978,979,1000,974,967,519,965,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,846,928,909,747,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,919,950,868,864,960,783,665,571
2022-06-09,104.0.5098.0 dev,987,978,979,1000,974,967,519,965,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,846,928,909,746,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,919,938,868,859,960,783,665,571
2022-06-10,104.0.5110.0 dev,987,978,979,1000,974,967,519,970,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,846,928,909,746,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,919,950,868,859,960,783,665,571
2022-06-11,104.0.5110.0 dev,987,978,979,1000,974,967,519,970,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,846,928,909,746,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,919,950,868,854,960,783,665,571
2022-06-13,104.0.5110.0 dev,987,978,979,1000,974,967,519,970,938,969,922,176,677,1000,508,103.0a1,970,990,912,892,941,963,533,846,928,909,746,856,965,1000,963,146 preview,965,949,966,1000,896,999,912,919,938,868,854,960,783,665,571
2022-06-21,104.0.5112.12 dev,987,978,979,1000,974,967,519,970,938,969,922,176,677,1000,651,103.0a1,970,990,912,892,941,963,533,974,940,909,746,856,965,1000,963,146 preview,965,949,966,1000,897,999,912,919,938,868,854,960,783,665,571
2022-06-24,104.0.5112.20 dev,987,978,979,1000,974,967,519,970,938,969,922,176,677,1000,651,103.0a1,970,990,912,892,941,963,533,974,928,909,746,856,965,1000,963,147 preview,965,949,966,1000,897,999,912,919,950,868,859,960,783,665,571
2022-06-25,105.0.5137.4 dev,987,978,982,1000,974,967,519,970,938,986,922,176,677,1000,651,103.0a1,970,990,912,892,941,963,533,974,928,909,746,856,965,1000,963,147 preview,965,949,966,1000,897,999,912,919,950,868,859,960,783,665,571
2022-06-27,105.0.5137.4 dev,987,978,982,1000,974,967,519,970,938,986,922,176,677,1000,651,103.0a1,970,990,912,892,941,963,533,974,928,909,747,856,965,1000,820,147 preview,965,949,966,1000,897,999,912,919,950,868,850,960,783,665,571
2022-06-28,105.0.5137.4 dev,987,978,982,1000,974,967,519,970,938,986,922,176,677,1000,651,104.0a1,970,990,912,892,941,963,533,974,928,909,746,856,965,1000,820,147 preview,965,949,966,1000,897,999,912,919,938,868,864,960,783,665,571
2022-06-29,105.0.5137.4 dev,987,978,982,1000,974,967,519,970,938,986,922,176,677,1000,651,104.0a1,970,990,912,892,941,963,533,974,928,909,746,856,965,1000,820,148 preview,965,949,966,1000,896,1000,912,919,961,887,849,960,783,857,571
2022-06-30,105.0.5148.2 dev,987,978,982,1000,974,967,519,970,960,986,922,176,677,1000,794,104.0a1,970,990,912,892,941,963,533,974,928,908,747,856,965,1000,820,148 preview,965,949,966,1000,896,1000,912,919,961,894,864,960,783,857,571
