2018-07-01T00:00:00Z,27406c9d23
2018-07-04T00:00:00Z,6e559a60ec
2018-07-05T00:00:00Z,6562ed003e
2018-07-06T00:00:00Z,9f00a60d91
2018-07-07T00:00:00Z,15224088a2
2018-07-08T00:00:00Z,7400064b74
2018-07-09T00:00:00Z,172489943d
2018-07-10T00:00:00Z,d423033c8b
2018-07-11T00:00:00Z,8fea122cf1
2018-07-12T00:00:00Z,b7f4f1d1ea
2018-07-13T00:00:00Z,9e4a93afa6
2018-07-14T00:00:00Z,255adeaa04
2018-07-15T00:00:00Z,59fa23d519
2018-07-16T00:00:00Z,f582e7ad3b
2018-07-17T00:00:00Z,df53924443
2018-07-18T00:00:00Z,085d47ef10
2018-07-19T00:00:00Z,9967127548
2018-07-20T00:00:00Z,013e509d9a
2018-07-21T00:00:00Z,20f298166a
2018-07-22T00:00:00Z,36711c4fba
2018-07-23T00:00:00Z,a30e3abe5d
2018-07-25T00:00:00Z,f9cb1ddc13
2018-07-26T00:00:00Z,c54b451185
2018-07-27T00:00:00Z,a71bbf196f
2018-07-28T00:00:00Z,ba4921d054
2018-07-29T00:00:00Z,ba4921d054
2018-07-30T00:00:00Z,d892efb842
2018-07-31T00:00:00Z,8b48137d39
2018-08-02T00:00:00Z,4a15e98c13
2018-08-03T00:00:00Z,f6a31bd955
2018-08-04T00:00:00Z,399997d1f1
2018-08-05T00:00:00Z,a722b94497
2018-08-06T00:00:00Z,edb72456b7
2018-08-07T00:00:00Z,eea0b54014
2018-08-16T00:00:00Z,c0a1bc68d7
2018-08-18T00:00:00Z,203c34855f
2018-08-19T00:00:00Z,6aef6676d2
2018-08-20T00:00:00Z,0caf88f800
2018-08-22T00:00:00Z,d2fa1bdc90
2018-08-23T00:00:00Z,f4b8c1ed15
2018-08-28T00:00:00Z,5d94e928e6
2018-08-29T00:00:00Z,3ede662903
2018-08-30T00:00:00Z,a089efa97c
2018-08-31T00:00:00Z,1692453d95
2018-09-01T00:00:00Z,f1c3743c75
2018-09-02T00:00:00Z,3fd70a99bb
2018-09-03T00:00:00Z,3a58de991a
2018-09-04T00:00:00Z,04bc9c5667
2018-09-09T00:00:00Z,8657903435
2018-09-10T00:00:00Z,9614def367
2018-09-14T00:00:00Z,ae06d19752
2018-09-15T00:00:00Z,1343a173b6
2018-09-16T00:00:00Z,5051858e95
2018-09-22T00:00:00Z,7897f9d5be
2018-09-23T00:00:00Z,5d58e091e7
2018-09-24T00:00:00Z,5bd512cdc7
2018-09-25T00:00:00Z,f3a1f93240
2018-09-26T00:00:00Z,59909759c4
2018-09-27T00:00:00Z,062aedcf81
2018-09-28T00:00:00Z,a6e260769e
2018-09-29T00:00:00Z,138337bf93
2018-09-30T00:00:00Z,2df7f9ff62
2018-10-01T00:00:00Z,ee2e69bfb1
2018-10-02T00:00:00Z,67152fdecd
2018-10-03T00:00:00Z,fec3928f35
2018-10-04T00:00:00Z,e201d802a5
2018-10-05T00:00:00Z,b4c8ec5a1c
2018-10-06T00:00:00Z,c09b8005b2
2018-10-11T00:00:00Z,245cb5053c
2018-10-12T00:00:00Z,d647a1bc74
2018-10-13T00:00:00Z,61720a8cda
2018-10-14T00:00:00Z,74d709131e
2018-10-15T00:00:00Z,937ed3c7b1
2018-10-16T00:00:00Z,99e577f57c
2018-10-17T00:00:00Z,4f20388538
2018-10-18T00:00:00Z,5acd3bcf66
2018-10-19T00:00:00Z,168de7c332
2018-10-20T00:00:00Z,d44bc3ed38
2018-10-21T00:00:00Z,2ed748f10d
2018-10-22T00:00:00Z,3dbc08a982
2018-10-24T00:00:00Z,f3e2b41349
2018-10-25T00:00:00Z,09a1d43536
2018-10-26T00:00:00Z,f5832ccdb3
2018-10-27T00:00:00Z,b622fea47d
2018-10-28T00:00:00Z,71c05e7131
2018-10-29T00:00:00Z,66aabf66f5
2018-10-30T00:00:00Z,0cc29e423f
2018-10-31T00:00:00Z,75b0f336c5
2018-11-01T00:00:00Z,8295368c82
2018-11-02T00:00:00Z,5d4871b4b8
2018-11-03T00:00:00Z,c583bcd7eb
2018-11-04T00:00:00Z,6e9693d269
2018-11-05T00:00:00Z,064f51c50e
2018-11-07T00:00:00Z,71fe0a6c3d
2018-11-08T00:00:00Z,349d418380
2018-11-09T00:00:00Z,a516e7edca
2018-11-10T00:00:00Z,a0610cf468
2018-11-11T00:00:00Z,abc39b8588
2018-11-13T00:00:00Z,89188af975
2018-11-14T00:00:00Z,7201104211
2018-11-15T00:00:00Z,6856483bcc
2018-11-16T00:00:00Z,b4c61af0f4
2018-11-20T00:00:00Z,c1faeb4eb5
2018-11-21T00:00:00Z,e340f910d3
2018-11-22T00:00:00Z,fe0e2ce1f3
2018-11-24T00:00:00Z,40e50ecff7
2018-11-25T00:00:00Z,732cc9161d
2018-11-26T00:00:00Z,e94ae4b34e
2018-11-27T00:00:00Z,58523789a0
2018-11-28T00:00:00Z,09972ca7bd
2018-11-29T00:00:00Z,38ba0516aa
2018-11-30T00:00:00Z,00942a1ab7
2018-12-01T00:00:00Z,d50692144c
2018-12-04T00:00:00Z,ef72a20e3d
2018-12-05T00:00:00Z,614fd870e4
2018-12-06T00:00:00Z,093a97b6ec
2018-12-07T00:00:00Z,ffcb833670
2018-12-08T00:00:00Z,6087baf4a8
2018-12-09T00:00:00Z,5349c6a632
2018-12-10T00:00:00Z,2d5385793a
2018-12-12T00:00:00Z,48d5d5033d
2018-12-13T00:00:00Z,4052654d78
2018-12-14T00:00:00Z,e75e7b667c
2018-12-15T00:00:00Z,e183d8671b
2018-12-16T00:00:00Z,4094d6ae8b
2018-12-17T00:00:00Z,11971ac216
2018-12-18T00:00:00Z,691e737caf
2018-12-19T00:00:00Z,38c37851c8
2018-12-20T00:00:00Z,23ce30a85c
2018-12-23T00:00:00Z,e751708440
2018-12-24T00:00:00Z,e751708440
2018-12-25T00:00:00Z,a357943a20
2018-12-26T00:00:00Z,64bd43ee19
2018-12-27T00:00:00Z,e9174d402d
2018-12-28T00:00:00Z,a1cc8c0bda
2018-12-29T00:00:00Z,0445e8c3f3
2018-12-30T00:00:00Z,4dbc8a0d7b
2018-12-31T00:00:00Z,4dbc8a0d7b
2019-01-01T00:00:00Z,75bc93d7d9
2019-01-02T00:00:00Z,2e3e80c3b4
2019-01-03T00:00:00Z,4e6563687b
2019-01-04T00:00:00Z,71e901cf45
2019-01-05T00:00:00Z,4c7096bac0
2019-01-31T00:00:00Z,ac12b3e948
2019-02-01T00:00:00Z,9d402a0e8e
2019-02-02T00:00:00Z,0f0b7a7e35
2019-02-03T00:00:00Z,78c1544715
2019-02-04T00:00:00Z,18c828feb8
2019-02-05T00:00:00Z,8f48bdf110
2019-02-06T00:00:00Z,6374b9ac6b
2019-02-07T00:00:00Z,362afa34cb
2019-02-08T00:00:00Z,5692bc8fe5
2019-02-09T00:00:00Z,7179024d5d
2019-02-10T00:00:00Z,01e5f08719
2019-02-11T00:00:00Z,48b9be82df
2019-02-12T00:00:00Z,e2eb25aaa6
2019-02-19T00:00:00Z,46e8fe1d71
2019-02-20T00:00:00Z,6e07835cfb
2019-02-21T00:00:00Z,91b1effe84
2019-02-22T00:00:00Z,b055c7c24f
2019-02-23T00:00:00Z,70df598b89
2019-02-24T00:00:00Z,8805f23ef6
2019-02-25T00:00:00Z,8805f23ef6
2019-02-26T00:00:00Z,38bd28fe23
2019-02-27T00:00:00Z,9f49616e7f
2019-02-28T00:00:00Z,44e2efb923
2019-03-01T00:00:00Z,d0d5bc3bef
2019-03-02T00:00:00Z,92dbb5b763
2019-03-03T00:00:00Z,20715b3f6a
2019-04-02T00:00:00Z,3bbb55915a
2019-04-03T00:00:00Z,adc473fd8f
2019-04-04T00:00:00Z,b8669365b8
2019-04-05T00:00:00Z,055bf24447
2019-04-06T00:00:00Z,4688078c2c
2019-04-07T00:00:00Z,923923a01f
2019-04-08T00:00:00Z,2221fe343f
2019-04-09T00:00:00Z,72e71b28b6
2019-04-10T00:00:00Z,38f02ed8bb
2019-04-11T00:00:00Z,204c508cf5
2019-04-12T00:00:00Z,386d27678c
2019-04-13T00:00:00Z,33385dab3a
2019-04-14T00:00:00Z,3efff9b2d6
2019-04-15T00:00:00Z,1a9adfc150
