sha,date,chrome-version,chrome,firefox-version,firefox,webkitgtk-version,webkitgtk
132850c9a27382ba1bf1ad4c4ee4ed9d4f69666b,2020-12-20,87.0.4280.88,0.7036383225301275,84.0,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
9c26c9eb197c1beeca8947c1195d9ca57decf20b,2020-12-27,87.0.4280.88,0.7036383225301275,84.0.1,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
9c26c9eb197c1beeca8947c1195d9ca57decf20b,2020-12-28,87.0.4280.88,0.7036383225301275,84.0.1,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
95b19d0b902505286b705a71fe44fc8aa8fb608e,2021-01-03,87.0.4280.88,0.7036383225301275,84.0.1,0.7178196236069282,2.30.4 (r270836),0.6538938716406179
858930151c12292992391e926b5aede66a66b619,2021-01-10,87.0.4280.141,0.7036383225301275,84.0.2,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
858930151c12292992391e926b5aede66a66b619,2021-01-11,87.0.4280.141,0.7036383225301275,84.0.2,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
ab627b240b75423fbbae4dcd8841eaf165ba0d11,2021-01-24,88.0.4324.96,0.706975551461435,84.0.2,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
ab627b240b75423fbbae4dcd8841eaf165ba0d11,2021-01-25,88.0.4324.96,0.706975551461435,84.0.2,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
b0627d9c5b663cdea5b56e248aded1a01bf53aa7,2021-01-31,88.0.4324.96,0.706975551461435,85.0,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
b0627d9c5b663cdea5b56e248aded1a01bf53aa7,2021-02-01,88.0.4324.96,0.706975551461435,85.0,0.7178196236069282,2.30.4 (r270836),0.6525693683293595
0927955f9b8dbd1d4a2cbcbfb92e2abbfb3dc53b,2021-02-07,88.0.4324.150,0.706975551461435,85.0.1,0.7178196236069282,2.30.4 (r270836),0.6538938716406179
9b0d1ce0412c990e8d1e715c88ad37a6d88ebf0b,2021-02-14,88.0.4324.150,0.706975551461435,85.0.2,0.7178196236069282,2.30.5 (r272717),0.6525693683293595
7af9d6ec48ab04043a2bea85a3599904a1a19efa,2021-02-21,88.0.4324.182,0.706975551461435,85.0.2,0.7178196236069282,2.30.5 (r272717),0.6525693683293595
7af9d6ec48ab04043a2bea85a3599904a1a19efa,2021-02-22,88.0.4324.182,0.706975551461435,85.0.2,0.7178196236069282,2.30.5 (r272717),0.6525693683293595
1277b8019d3085dd266266c792e87087a6376286,2021-02-28,88.0.4324.182,0.706975551461435,86.0,0.7192765772493124,2.30.5 (r272717),0.6538938716406179
1277b8019d3085dd266266c792e87087a6376286,2021-03-01,88.0.4324.182,0.706975551461435,86.0,0.7192765772493124,2.30.5 (r272717),0.6538938716406179
