date,chrome-version,chrome-aspect-ratio,chrome-css-flexbox,chrome-css-grid,chrome-css-transforms,chrome-position-sticky,firefox-version,firefox-aspect-ratio,firefox-css-flexbox,firefox-css-grid,firefox-css-transforms,firefox-position-sticky,webkitgtk-version,webkitgtk-aspect-ratio,webkitgtk-css-flexbox,webkitgtk-css-grid,webkitgtk-css-transforms,webkitgtk-position-sticky
2020-12-15,89.0.4350.4 dev,0.8679245283018868,0.8564198118194312,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8867924528301887,0.871197704927486,0.8740971182940409,0.7178196236069282,0.8373015873015874,2.31.0 (r270612),0.24528301886792453,0.8169466204362794,0.8902200706507287,0.6759458933322967,0.753968253968254
2020-12-16,89.0.4350.4 dev,0.8679245283018868,0.8564198118194312,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8867924528301887,0.871197704927486,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r270612),0.24528301886792453,0.8169466204362794,0.8902200706507287,0.6759458933322967,0.753968253968254
2020-12-17,89.0.4356.6 dev,0.89937106918239,0.8564198118194312,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.871197704927486,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r270612),0.24528301886792453,0.8169466204362794,0.8902200706507287,0.6759458933322967,0.753968253968254
2020-12-18,89.0.4356.6 dev,0.89937106918239,0.8564198118194312,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.871197704927486,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r270612),0.24528301886792453,0.8169466204362794,0.8902200706507287,0.6759458933322967,0.753968253968254
2020-12-19,89.0.4356.6 dev,0.89937106918239,0.8564198118194312,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.871197704927486,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r270612),0.24528301886792453,0.8169466204362794,0.8902200706507287,0.677270396643555,0.753968253968254
2020-12-21,89.0.4356.6 dev,0.89937106918239,0.8574981499101384,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.8731006544993224,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r270612),0.24528301886792453,0.8180249585269866,0.8902200706507287,0.6759458933322967,0.753968253968254
2020-12-22,89.0.4356.6 dev,0.89937106918239,0.8574981499101384,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.8731006544993224,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271055),0.24528301886792453,0.8184719807765528,0.8913287181008396,0.6760622743217786,0.753968253968254
2020-12-23,89.0.4356.6 dev,0.89937106918239,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271068),0.24528301886792453,0.819423455562471,0.8902200706507287,0.6760622743217786,0.753968253968254
2020-12-24,89.0.4356.6 dev,0.89937106918239,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271081),0.24528301886792453,0.819423455562471,0.8902200706507287,0.6760622743217786,0.753968253968254
2020-12-27,89.0.4356.6 dev,0.89937106918239,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271092),0.24528301886792453,0.819423455562471,0.8902200706507287,0.6760622743217786,0.753968253968254
2020-12-28,89.0.4356.6 dev,0.89937106918239,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271092),0.24528301886792453,0.819423455562471,0.8902200706507287,0.6760622743217786,0.753968253968254
2020-12-30,89.0.4356.6 dev,0.89937106918239,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.8930817610062893,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271092),0.24528301886792453,0.819423455562471,0.8902200706507287,0.6760622743217786,0.753968253968254
2020-12-31,89.0.4356.6 dev,0.8867924528301887,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.9056603773584906,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271115),0.24528301886792453,0.819423455562471,0.8902200706507287,0.6760622743217786,0.753968253968254
2021-01-02,89.0.4356.6 dev,0.8867924528301887,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.9056603773584906,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271115),0.24528301886792453,0.819423455562471,0.8902200706507287,0.6760622743217786,0.753968253968254
2021-01-04,89.0.4356.6 dev,0.8867924528301887,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.9056603773584906,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8373015873015874,2.31.0 (r271115),0.24528301886792453,0.819423455562471,0.8902200706507287,0.6773867776330368,0.753968253968254
2021-01-05,89.0.4356.6 dev,0.8867924528301887,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.9056603773584906,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8611111111111113,2.31.0 (r271141),0.24528301886792453,0.8213264051343073,0.8902200706507287,0.6760622743217786,0.753968253968254
2021-01-06,89.0.4356.6 dev,0.8867924528301887,0.8584496246960566,0.9165407609081346,0.7315772645127001,0.8809523809523809,86.0a1,0.9056603773584906,0.8740521292852406,0.8740971182940409,0.717952073938054,0.8611111111111113,2.31.0 (r271141),0.24528301886792453,0.8213264051343073,0.8902200706507287,0.6773867776330368,0.753968253968254
2021-01-07,89.0.4356.6 dev,0.8867924528301887,0.8584496246960566,0.9104431999325249,0.7329017678239583,0.8809523809523809,86.0a1,0.9182389937106918,0.8740521292852406,0.8679995573184311,0.717952073938054,0.8611111111111113,2.31.0 (r271222),0.24528301886792453,0.8213264051343073,0.884122509675119,0.6760622743217786,0.753968253968254
2021-01-08,89.0.4381.6 dev,0.8930817610062893,0.8584496246960566,0.9104431999325249,0.7329017678239583,0.8809523809523809,86.0a1,0.9182389937106918,0.8759550788570769,0.8679995573184311,0.717952073938054,0.8611111111111113,2.31.0 (r271285),0.24528301886792453,0.8222778799202255,0.884122509675119,0.6760622743217786,0.753968253968254
2021-01-09,89.0.4381.6 dev,0.8930817610062893,0.8584496246960566,0.9104431999325249,0.7329017678239583,0.8809523809523809,86.0a1,0.9182389937106918,0.8759550788570769,0.8679995573184311,0.717952073938054,0.8611111111111113,2.31.0 (r271343),0.24528301886792453,0.8222778799202255,0.884122509675119,0.6760622743217786,0.753968253968254
2021-01-10,89.0.4381.6 dev,0.8930817610062893,0.8584496246960566,0.9104431999325249,0.7329017678239583,0.8809523809523809,86.0a1,0.9182389937106918,0.8759550788570769,0.8679995573184311,0.717952073938054,0.8611111111111113,2.31.0 (r271348),0.24528301886792453,0.8222778799202255,0.884122509675119,0.6760622743217786,0.753968253968254
2021-01-11,89.0.4381.6 dev,0.8930817610062893,0.8584496246960566,0.9104431999325249,0.7329017678239583,0.8809523809523809,86.0a1,0.9182389937106918,0.8759550788570769,0.8679995573184311,0.717952073938054,0.8611111111111113,2.31.0 (r271352),0.24528301886792453,0.8222778799202255,0.884122509675119,0.6773867776330368,0.753968253968254
2021-01-12,89.0.4381.6 dev,0.8930817610062893,0.8584496246960566,0.9137691422828574,0.7329017678239583,0.8809523809523809,86.0a1,0.9245283018867925,0.8759550788570769,0.8713254996687637,0.717952073938054,0.8611111111111113,2.31.0 (r271389),0.25157232704402516,0.8222778799202255,0.8874484520254516,0.6760622743217786,0.753968253968254
2021-01-13,89.0.4385.0 dev,0.8930817610062893,0.8603525742678929,0.9137691422828574,0.7329017678239583,0.8809523809523809,86.0a1,0.9245283018867925,0.8759550788570769,0.8713254996687637,0.717952073938054,0.8611111111111113,2.31.1 (r271430),0.25157232704402516,0.8222778799202255,0.8874484520254516,0.6760622743217786,0.753968253968254
2021-01-21,89.0.4389.9 dev,0.9056603773584906,0.8912755048102335,0.918203732083301,0.7329017678239583,0.8809523809523809,86.0a1,0.9433962264150944,0.9470619611913618,0.9023676282718679,0.717952073938054,0.8611111111111113,2.31.1 (),0.25157232704402516,0.8501878069738253,0.8929916892760059,0.6760622743217786,0.753968253968254
2021-01-22,89.0.4389.9 dev,0.9056603773584906,0.8912755048102335,0.918203732083301,0.7329017678239583,0.8809523809523809,86.0a1,0.9433962264150944,0.9470619611913618,0.9023676282718679,0.717952073938054,0.8611111111111113,2.31.1 (r271735),0.25157232704402516,0.8501878069738253,0.8929916892760059,0.6760622743217786,0.753968253968254
2021-01-23,89.0.4389.9 dev,0.9056603773584906,0.8912755048102335,0.918203732083301,0.7329017678239583,0.8809523809523809,86.0a1,0.9433962264150944,0.9470619611913618,0.9023676282718679,0.717952073938054,0.8611111111111113,2.31.1 (r271774),0.25157232704402516,0.8504256756703049,0.8952089841762276,0.6760622743217786,0.753968253968254
2021-01-24,89.0.4389.9 dev,0.9056603773584906,0.8912755048102335,0.918203732083301,0.7329017678239583,0.8809523809523809,86.0a1,0.9433962264150944,0.9470619611913618,0.9023676282718679,0.717952073938054,0.8611111111111113,2.31.1 (r271781),0.25157232704402516,0.8504256756703049,0.8963176316263385,0.6760622743217786,0.753968253968254
2021-01-26,89.0.4389.9 dev,0.9056603773584906,0.8912755048102335,0.918203732083301,0.7329017678239583,0.8809523809523809,87.0a1,0.9433962264150944,0.9480134359772799,0.9023676282718679,0.717952073938054,0.8611111111111113,2.31.1 (r271876),0.24528301886792453,0.8513771504562231,0.8952089841762276,0.6760622743217786,0.753968253968254
2021-01-27,89.0.4389.9 dev,0.9056603773584906,0.8912755048102335,0.918203732083301,0.7329017678239583,0.8809523809523809,87.0a1,0.9433962264150944,0.9489649107631981,0.9023676282718679,0.717952073938054,0.8611111111111113,2.31.1 (r271934),0.24528301886792453,0.8513771504562231,0.8952089841762276,0.6760622743217786,0.753968253968254
2021-01-28,90.0.4400.8 dev,0.9088050314465409,0.8981736970081403,0.918203732083301,0.7329017678239583,0.8809523809523809,87.0a1,0.940251572327044,0.9584796586223798,0.9045849231720896,0.717952073938054,0.8611111111111113,2.31.1 (r272000),0.24528301886792453,0.8573238678682116,0.8985349265265602,0.6760622743217786,0.753968253968254
2021-01-29,90.0.4400.8 dev,0.9088050314465409,0.8981736970081403,0.918203732083301,0.7329017678239583,0.8809523809523809,87.0a1,0.940251572327044,0.9584796586223798,0.9045849231720896,0.717952073938054,0.8611111111111113,2.31.1 (r272048),0.24528301886792453,0.8573238678682116,0.8974262790764493,0.6773867776330368,0.753968253968254
